seed,combo,drivers,orderRate,matchR,rebalR,thresh,timeout,ss_success_pct,ss_cancel_per_min,ss_completed_per_min,ss_match_per_sec,est_wait_s,avg_queue,p95_queue,max_queue,avg_idle_frac,avg_enroute,avg_ontrip,avg_rebal,rebal_events_per_min,avg_alert_cells,p90_alert_cells,max_alert_cells,max_pending_obs,eta_mean_s,eta_p90_s,traffic_share_pct,avg_traffic_factor,avg_grid_traffic,avg_traffic_cells15,avg_traffic_cells25,generated_total,cancelled_total,completed_total
20260906,r3_d30_t1_w15,100,5-10,3,30,1,15,56.434185,197.111111,256.333333,4.255556,19.494795,82.961183,101,109,0.092754,8.534196,59.780037,22.410351,689.500000,17.698706,25,33,22,2.569749,5,49.137931,1.730263,1.010735,129.271719,42.717190,4528,1874,2486
20260906,r6_d30_t1_w15,100,5-10,6,30,1,15,57.252475,191.888889,258.777778,4.283333,18.838007,80.689464,99,106,0.104362,8.589649,60.386322,20.587800,624.200000,16.927911,23,29,19,3.369537,7,49.652510,1.719452,1.010735,129.271719,42.717190,4495,1825,2537
20260906,r3_d30_t1_w20,100,5-10,3,30,1,20,59.494603,183.444444,269.444444,4.490741,24.306740,109.155268,132,142,0.077930,9.031423,62.654344,20.521257,638.300000,20.232902,26,31,22,2.476451,5,40.733808,1.603692,1.010735,129.271719,42.717190,4528,1723,2606
20260906,r5_d30_t1_w20,100,5-10,5,30,1,20,60.555005,176.888889,272.222222,4.525926,23.079192,104.454713,126,140,0.089131,9.049908,62.881701,19.155268,582.500000,19.157116,25,31,23,2.923163,6,46.102450,1.668419,1.010735,129.271719,42.717190,4520,1690,2639
20260906,r6_d30_t1_w20,100,5-10,6,30,1,20,61.213461,175.444444,274.222222,4.614815,23.113297,106.663586,132,140,0.085767,9.232902,64.853974,17.336414,530.700000,19.231054,26,32,25,3.342191,7,45.467783,1.654012,1.010735,129.271719,42.717190,4533,1652,2679
20260906,r3_d30_t1_w25,100,5-10,3,30,1,25,62.095006,172.888889,282.666667,4.720370,27.618529,130.369686,151,162,0.057153,9.436229,65.587800,19.260628,601.300000,22.199630,27,34,25,2.439026,5,40.315073,1.598342,1.010735,129.271719,42.717190,4529,1594,2729
20260906,r6_d30_t1_w25,100,5-10,6,30,1,25,62.097174,169.888889,277.111111,4.638889,26.318926,122.090573,142,165,0.087930,9.269871,65.097967,16.839187,515.900000,20.634011,26,31,27,3.403825,7,43.738722,1.622616,1.010735,129.271719,42.717190,4455,1555,2704
