seed,combo,drivers,orderRate,matchR,rebalR,thresh,timeout,ss_success_pct,ss_cancel_per_min,ss_completed_per_min,ss_match_per_sec,est_wait_s,avg_queue,p95_queue,max_queue,avg_idle_frac,avg_enroute,avg_ontrip,avg_rebal,rebal_events_per_min,avg_alert_cells,p90_alert_cells,max_alert_cells,max_pending_obs,eta_mean_s,eta_p90_s,traffic_share_pct,avg_traffic_factor,avg_grid_traffic,avg_traffic_cells15,avg_traffic_cells25,generated_total,cancelled_total,completed_total
42,final_balanced,160,5-8,6,30,1,25,99.828865,0.666667,387.222222,6.481481,5.896794,38.219963,65,87,0.182140,13.000000,91.506470,26.351201,785.200000,13.227357,18,23,14,3.426580,6,59.738903,1.859969,1.010735,129.271719,42.717190,3884,6,3727
42,final_roomy,190,5-8,6,30,1,25,100.000000,0.000000,390.000000,6.450000,3.422602,22.075786,49,88,0.283617,12.929760,91.075786,32.107209,947.600000,9.706100,15,20,14,3.517658,7,67.657704,1.969274,1.010735,129.271719,42.717190,3907,0,3779
42,final_busy,260,10-14,7,30,1,25,97.006360,21.444444,695.888889,11.581481,9.916398,114.846580,149,169,0.124101,23.171904,163.273567,41.288355,1248.300000,18.953789,25,30,24,3.898078,7,49.970879,1.697730,1.010735,129.271719,42.717190,7218,193,6721
42,drama_show,130,8-14,6,30,1,20,55.233249,293.222222,359.111111,6.029630,26.348320,158.870610,185,201,0.066273,12.060998,84.397412,24.926063,768.600000,20.757856,28,37,33,3.474993,7,44.761106,1.620576,1.010735,129.271719,42.717190,6557,2804,3480
