seed,combo,drivers,orderRate,matchR,rebalR,thresh,timeout,ss_success_pct,ss_cancel_per_min,ss_completed_per_min,ss_match_per_sec,est_wait_s,avg_queue,p95_queue,max_queue,avg_idle_frac,avg_enroute,avg_ontrip,avg_rebal,rebal_events_per_min,avg_alert_cells,p90_alert_cells,max_alert_cells,max_pending_obs,eta_mean_s,eta_p90_s,traffic_share_pct,avg_traffic_factor,avg_grid_traffic,avg_traffic_cells15,avg_traffic_cells25,generated_total,cancelled_total,completed_total
20260808,�'530_t�,100,5-10,6,10,2,20,24.153884,346.111111,111.111111,1.837037,70.684627,129.850277,143,148,0.688299,3.700555,26.330869,1.138632,34.600000,13.053604,18,18,25,4.950000,7,27.836879,1.379548,1.010735,129.271719,42.717190,4596,3340,1099
20260808,�'530_t�,100,5-10,6,20,1,10,42.239061,262.555556,190.333333,3.200000,18.220887,58.306839,72,76,0.330536,6.395564,45.247689,15.303142,461.200000,14.232902,20,24,18,3.135699,7,45.762712,1.640636,1.010735,129.271719,42.717190,4551,2592,1846
20260808,�'530_t�,100,5-10,6,20,1,20,44.884242,246.000000,199.000000,3.338889,32.721435,109.253235,128,135,0.316211,6.687616,47.073937,14.617375,434.800000,18.177449,24,28,23,3.286992,7,41.514228,1.568628,1.010735,129.271719,42.717190,4486,2393,1921
20260808,�'530_t�,100,5-10,6,20,2,10,36.281012,288.222222,165.666667,2.735185,21.936357,60.000000,74,79,0.524917,5.482440,38.913124,3.112754,91.300000,9.604436,12,17,16,4.354434,7,55.290520,1.786709,1.010735,129.271719,42.717190,4544,2850,1606
20260808,�'530_t�,100,5-10,6,20,2,20,40.753341,270.888889,185.555556,3.105556,37.322655,115.907579,138,148,0.460943,6.227357,44.092421,3.585952,104.300000,12.735675,18,18,23,4.202357,7,48.355263,1.695115,1.010735,129.271719,42.717190,4576,2620,1778
20260808,�'530_t�,100,5-10,6,30,1,10,55.955610,198.444444,249.888889,4.201852,14.068262,59.112754,71,78,0.129741,8.425139,58.689464,19.911275,599.400000,15.253235,21,28,17,3.352343,7,51.061274,1.734277,1.010735,129.271719,42.717190,4517,1957,2417
20260808,�'530_t�,100,5-10,6,30,1,20,60.462227,176.777778,268.000000,4.505556,22.610000,101.870610,126,132,0.090148,9.033272,62.465804,19.486137,591.700000,19.171904,25,30,26,3.294432,6,44.357250,1.641211,1.010735,129.271719,42.717190,4490,1698,2596
20260808,�'530_t�,100,5-10,6,30,2,10,45.888199,242.000000,206.222222,3.420370,16.470312,56.334566,75,86,0.400351,6.857671,48.530499,4.576710,133.400000,8.937153,11,16,15,4.153465,7,63.465347,1.903342,1.010735,129.271719,42.717190,4494,2417,1987
20260808,�'530_t�,100,5-10,6,30,2,20,52.192327,213.222222,232.777778,3.879630,26.703294,103.598891,133,141,0.325120,7.781885,54.702403,5.003697,145.100000,12.029575,17,19,23,4.019402,7,51.737791,1.736489,1.010735,129.271719,42.717190,4468,2064,2232
20260808,�'530_t�,100,5-10,8,10,1,10,26.778031,321.444444,118.222222,1.959259,30.835147,60.414048,69,75,0.658226,3.939002,28.401109,1.837338,54.800000,14.207024,20,25,16,4.834266,9,27.905004,1.363664,1.010735,129.271719,42.717190,4397,3160,1153
20260808,�'530_t�,100,5-10,8,10,1,20,27.744660,323.222222,124.555556,2.068519,58.814093,121.658041,135,142,0.644381,4.144177,29.517560,1.900185,56.500000,19.608133,25,30,25,5.224160,9,27.440000,1.325888,1.010735,129.271719,42.717190,4474,3100,1219
