seed,combo,t,queue,generated,matched,cancelled,completed,idle,enroute,ontrip,rebal,alertCells,maxPendingCell,trafficCells15,trafficCells25
20260808,balanced_thr2,1,5,7,2,0,0,156,2,0,2,2,2,131,43
20260808,balanced_thr2,2,10,13,3,0,0,133,3,0,24,2,4,131,43
20260808,balanced_thr2,3,13,21,8,0,0,114,6,2,38,2,4,131,43
20260808,balanced_thr2,4,3,26,23,0,0,121,20,3,16,0,1,131,43
20260808,balanced_thr2,5,2,33,31,0,0,129,23,8,0,0,1,131,43
20260808,balanced_thr2,6,2,39,37,0,0,123,14,23,0,0,1,131,43
20260808,balanced_thr2,7,2,45,43,0,0,117,12,31,0,0,1,131,43
20260808,balanced_thr2,8,3,50,47,0,0,113,10,37,0,0,1,131,43
20260808,balanced_thr2,9,9,58,49,0,0,110,6,43,1,1,2,131,43
20260808,balanced_thr2,10,16,66,50,0,0,107,3,47,3,4,4,131,43
20260808,balanced_thr2,11,20,71,51,0,0,105,2,49,4,6,4,131,43
20260808,balanced_thr2,12,22,76,54,0,0,104,4,50,2,7,4,131,43
20260808,balanced_thr2,13,23,81,58,0,0,102,7,51,0,7,5,131,43
20260808,balanced_thr2,14,27,87,60,0,3,102,6,51,1,7,5,131,43
20260808,balanced_thr2,15,31,92,61,0,6,102,3,52,3,7,5,131,43
20260808,balanced_thr2,16,36,100,64,0,8,101,4,52,3,7,6,131,43
20260808,balanced_thr2,17,39,105,66,0,9,102,5,52,1,7,7,131,43
20260808,balanced_thr2,18,46,113,67,0,12,104,3,52,1,7,7,131,43
20260808,balanced_thr2,19,47,118,71,0,14,99,5,52,4,8,7,131,43
20260808,balanced_thr2,20,54,126,72,0,18,100,5,49,6,9,8,121,40
20260808,balanced_thr2,21,55,132,77,0,26,104,6,45,5,9,9,121,40
20260808,balanced_thr2,22,58,139,81,0,30,105,9,42,4,9,9,121,40
20260808,balanced_thr2,23,62,147,85,0,34,106,8,43,3,9,10,121,40
20260808,balanced_thr2,24,65,152,87,0,39,111,6,42,1,9,10,121,40
20260808,balanced_thr2,25,70,160,90,0,45,112,5,40,3,9,11,126,43
20260808,balanced_thr2,26,75,168,92,1,48,111,5,39,5,9,12,126,43
20260808,balanced_thr2,27,77,174,96,1,53,115,6,37,2,9,12,126,43
20260808,balanced_thr2,28,78,179,100,1,56,115,8,36,1,9,13,126,43
20260808,balanced_thr2,29,83,185,101,1,59,116,5,37,2,9,13,126,43
20260808,balanced_thr2,30,86,193,106,1,60,112,6,40,2,10,13,131,43
20260808,balanced_thr2,31,90,198,107,1,66,104,6,35,15,11,12,131,43
20260808,balanced_thr2,32,95,204,108,1,67,78,2,39,41,12,12,131,43
20260808,balanced_thr2,33,84,209,123,2,73,79,16,34,31,10,12,131,43
20260808,balanced_thr2,34,81,214,131,2,74,99,23,34,4,9,12,131,43
20260808,balanced_thr2,35,80,219,137,2,74,97,14,49,0,9,11,131,43
20260808,balanced_thr2,36,81,227,144,2,77,91,13,54,2,9,11,131,43
20260808,balanced_thr2,37,80,232,150,2,81,88,13,56,3,9,11,131,43
