seed,combo,t,queue,generated,matched,cancelled,completed,idle,enroute,ontrip,rebal,alertCells,maxPendingCell,trafficCells15,trafficCells25
42,final_balanced,1,0,7,7,0,0,153,7,0,0,0,0,131,43
42,final_balanced,2,1,12,11,0,0,148,11,0,1,1,1,131,43
42,final_balanced,3,7,19,12,0,0,132,5,7,16,5,3,131,43
42,final_balanced,4,10,24,14,0,0,94,3,11,52,7,3,131,43
42,final_balanced,5,0,31,31,0,0,83,19,12,46,0,0,131,43
42,final_balanced,6,1,38,37,0,0,113,23,14,10,1,1,131,43
42,final_balanced,7,1,43,42,0,0,107,11,31,11,1,1,131,43
42,final_balanced,8,1,49,48,0,0,92,11,37,20,1,1,131,43
42,final_balanced,9,4,54,50,0,0,87,8,42,23,3,2,131,43
42,final_balanced,10,9,61,52,0,0,53,4,48,55,7,3,131,43
42,final_balanced,11,12,68,56,0,0,61,6,50,43,8,2,131,43
42,final_balanced,12,0,73,73,0,1,82,21,51,6,0,0,131,43
42,final_balanced,13,0,79,79,0,5,81,23,51,5,0,0,131,43
42,final_balanced,14,0,84,84,0,5,81,11,68,0,0,0,131,43
42,final_balanced,15,0,89,89,0,5,76,10,74,0,0,0,131,43
42,final_balanced,16,2,94,92,0,7,74,8,77,1,2,1,131,43
42,final_balanced,17,6,99,93,0,9,62,4,80,14,5,2,131,43
42,final_balanced,18,9,104,95,0,14,56,3,78,23,7,2,131,43
42,final_balanced,19,12,109,97,0,16,66,4,77,13,7,3,131,43
42,final_balanced,20,18,116,98,0,18,66,3,77,14,10,3,121,40
42,final_balanced,21,21,121,100,0,24,62,3,73,22,9,5,121,40
42,final_balanced,22,23,126,103,0,33,76,5,65,14,8,6,121,40
42,final_balanced,23,26,131,105,0,40,90,5,60,5,8,6,121,40
42,final_balanced,24,31,137,106,0,44,93,3,59,5,9,6,121,40
42,final_balanced,25,37,143,106,0,49,86,1,56,17,10,7,126,43
42,final_balanced,26,38,148,110,0,57,88,4,49,19,9,8,126,43
42,final_balanced,27,37,154,117,0,63,101,11,43,5,8,8,126,43
42,final_balanced,28,39,160,121,0,69,105,11,41,3,8,8,126,43
42,final_balanced,29,47,168,121,0,71,106,4,46,4,10,11,126,43
42,final_balanced,30,47,173,126,0,73,94,5,48,13,13,11,131,43
42,final_balanced,31,53,181,128,0,75,68,7,46,39,18,11,131,43
42,final_balanced,32,55,186,131,0,81,59,5,45,51,19,11,131,43
42,final_balanced,33,45,194,149,0,84,68,21,44,27,12,11,131,43
42,final_balanced,34,44,202,158,0,91,68,27,40,25,11,11,131,43
42,final_balanced,35,43,207,164,0,97,43,15,52,50,11,11,131,43
42,final_balanced,36,36,212,176,0,99,42,18,59,41,14,8,131,43
42,final_balanced,37,35,220,185,0,101,49,21,63,27,16,6,131,43
42,final_balanced,38,35,225,190,0,102,44,14,74,28,19,6,131,43
42,final_balanced,39,25,230,205,0,106,27,20,79,34,15,5,131,43
42,final_balanced,40,20,236,216,0,108,17,26,82,35,12,5,131,43
42,final_balanced,41,24,242,218,0,110,21,13,95,31,17,4,131,43
42,final_balanced,42,25,249,224,0,110,18,8,106,28,19,4,131,43
42,final_balanced,43,20,255,235,0,114,8,17,104,31,16,3,131,43
42,final_balanced,44,23,260,237,0,120,10,13,104,33,15,4,131,43
42,final_balanced,45,22,265,243,0,126,11,8,109,32,14,4,131,43
42,final_balanced,46,26,273,247,0,134,20,10,103,27,13,4,131,43
42,final_balanced,47,31,280,249,0,144,36,6,99,19,15,5,131,43
42,final_balanced,48,30,288,258,0,147,16,11,100,33,13,6,131,43
42,final_balanced,49,29,295,266,0,152,15,17,97,31,11,7,131,43
42,final_balanced,50,32,301,269,0,158,19,11,100,30,10,7,126,43
42,final_balanced,51,35,309,274,0,171,29,8,95,28,10,7,126,43
42,final_balanced,52,38,316,278,0,174,34,9,95,22,13,7,126,43
42,final_balanced,53,39,323,284,0,181,17,10,93,40,12,6,126,43
42,final_balanced,54,38,328,290,0,189,19,12,89,40,10,5,126,43
