seed,combo,t,queue,generated,matched,cancelled,completed,idle,enroute,ontrip,rebal,alertCells,maxPendingCell,trafficCells15,trafficCells25
20260906,r3_d30_t1_w15,1,6,8,2,0,0,92,2,0,6,4,2,131,43
20260906,r3_d30_t1_w15,2,13,15,2,0,0,54,2,0,44,8,4,131,43
20260906,r3_d30_t1_w15,3,12,20,8,0,0,36,6,2,56,10,2,131,43
20260906,r3_d30_t1_w15,4,2,26,24,0,0,56,22,2,20,2,1,131,43
20260906,r3_d30_t1_w15,5,5,31,26,0,0,50,18,8,24,5,1,131,43
20260906,r3_d30_t1_w15,6,8,36,28,0,0,33,4,24,39,8,1,131,43
20260906,r3_d30_t1_w15,7,12,42,30,0,0,20,4,26,50,9,2,131,43
20260906,r3_d30_t1_w15,8,19,50,31,0,0,18,3,28,51,9,3,131,43
20260906,r3_d30_t1_w15,9,5,57,52,0,0,17,22,30,31,5,1,131,43
20260906,r3_d30_t1_w15,10,8,63,55,0,0,15,24,31,30,8,1,131,43
20260906,r3_d30_t1_w15,11,10,69,59,0,0,22,7,52,19,8,2,131,43
20260906,r3_d30_t1_w15,12,19,78,59,0,0,14,4,55,27,12,5,131,43
20260906,r3_d30_t1_w15,13,22,83,61,0,0,6,2,59,33,12,5,131,43
20260906,r3_d30_t1_w15,14,28,91,63,0,5,16,4,54,26,11,7,131,43
20260906,r3_d30_t1_w15,15,38,101,63,0,6,17,2,55,26,12,8,131,43
20260906,r3_d30_t1_w15,16,41,108,67,0,8,13,4,55,28,11,8,131,43
20260906,r3_d30_t1_w15,17,46,114,68,0,9,8,5,54,33,10,9,131,43
20260906,r3_d30_t1_w15,18,55,124,69,0,10,25,2,57,16,12,11,131,43
20260906,r3_d30_t1_w15,19,59,129,70,0,14,19,2,54,25,13,11,131,43
20260906,r3_d30_t1_w15,20,66,138,72,0,22,9,3,47,41,14,11,121,40
20260906,r3_d30_t1_w15,21,71,146,75,0,27,6,5,43,46,15,12,121,40
20260906,r3_d30_t1_w15,22,75,155,80,0,34,10,8,38,44,14,14,121,40
20260906,r3_d30_t1_w15,23,65,160,95,0,40,17,20,35,28,11,14,121,40
20260906,r3_d30_t1_w15,24,64,168,104,0,42,14,24,38,24,13,16,121,40
20260906,r3_d30_t1_w15,25,67,174,107,0,45,4,12,50,34,12,15,126,43
