seed,combo,t,queue,generated,matched,cancelled,completed,idle,enroute,ontrip,rebal,alertCells,maxPendingCell,trafficCells15,trafficCells25
20260808,final_balanced,1,5,7,2,0,0,153,2,0,5,3,2,131,43
20260808,final_balanced,2,11,13,2,0,0,105,2,0,53,8,2,131,43
20260808,final_balanced,3,14,21,7,0,0,94,5,2,59,9,3,131,43
20260808,final_balanced,4,1,29,28,0,0,105,26,2,27,1,1,131,43
20260808,final_balanced,5,4,37,33,0,0,102,26,7,25,4,1,131,43
20260808,final_balanced,6,9,44,35,0,0,109,7,28,16,7,3,131,43
20260808,final_balanced,7,17,52,35,0,0,100,2,33,25,10,3,131,43
20260808,final_balanced,8,16,60,44,0,0,88,9,35,28,9,4,131,43
20260808,final_balanced,9,12,68,56,0,0,79,21,35,25,8,3,131,43
20260808,final_balanced,10,19,75,56,0,0,77,12,44,27,10,4,131,43
20260808,final_balanced,11,19,82,63,0,0,64,7,56,33,10,5,131,43
20260808,final_balanced,12,11,87,76,0,0,54,20,56,30,8,2,131,43
20260808,final_balanced,13,10,94,84,0,0,53,21,63,23,9,2,131,43
20260808,final_balanced,14,18,102,84,0,1,40,8,75,37,13,2,131,43
20260808,final_balanced,15,23,110,87,0,3,20,3,81,56,13,5,131,43
20260808,final_balanced,16,24,115,91,0,4,17,7,80,56,11,7,131,43
20260808,final_balanced,17,28,122,94,0,6,18,7,81,54,11,7,131,43
20260808,final_balanced,18,24,130,106,0,11,31,15,80,34,13,5,131,43
20260808,final_balanced,19,19,137,118,0,13,39,24,81,16,11,7,131,43
20260808,final_balanced,20,23,144,121,0,20,40,15,86,19,12,7,121,40
20260808,final_balanced,21,29,152,123,0,30,43,5,88,24,12,8,121,40
20260808,final_balanced,22,36,160,124,0,37,48,3,84,25,16,7,121,40
20260808,final_balanced,23,40,168,128,0,43,27,5,80,48,14,7,121,40
20260808,final_balanced,24,41,174,133,0,48,12,9,76,63,12,8,121,40
20260808,final_balanced,25,42,179,137,0,52,26,9,76,49,12,9,126,43
20260808,final_balanced,26,44,186,142,0,55,34,9,78,39,11,10,126,43
20260808,final_balanced,27,39,191,152,0,61,49,15,76,20,10,8,126,43
20260808,final_balanced,28,43,199,156,0,66,59,14,76,11,11,7,126,43
20260808,final_balanced,29,42,206,164,0,73,60,12,79,9,12,7,126,43
20260808,final_balanced,30,47,214,167,0,79,49,11,77,23,15,7,131,43
20260808,final_balanced,31,49,222,173,0,84,35,9,80,36,18,7,131,43
20260808,final_balanced,32,47,228,181,0,91,34,14,76,36,19,7,131,43
20260808,final_balanced,33,39,235,196,0,98,34,23,75,28,16,7,131,43
20260808,final_balanced,34,29,240,211,0,106,40,30,75,15,12,7,131,43
20260808,final_balanced,35,24,246,222,0,111,42,26,85,7,11,6,131,43
20260808,final_balanced,36,25,252,227,0,116,36,16,95,13,15,4,131,43
20260808,final_balanced,37,29,259,230,0,118,26,8,104,22,19,4,131,43
20260808,final_balanced,38,27,264,237,0,124,18,10,103,29,18,3,131,43
20260808,final_balanced,39,31,270,239,0,131,20,9,99,32,18,4,131,43
20260808,final_balanced,40,36,278,242,0,134,24,5,103,28,18,5,131,43
20260808,final_balanced,41,25,283,258,0,140,15,19,99,27,17,3,131,43
20260808,final_balanced,42,20,290,270,0,142,14,28,100,18,13,3,131,43
20260808,final_balanced,43,23,297,274,0,150,29,16,108,7,15,4,131,43
20260808,final_balanced,44,30,305,275,0,159,34,5,111,10,17,4,131,43
20260808,final_balanced,45,33,310,277,0,164,28,3,110,19,18,4,131,43
20260808,final_balanced,46,32,316,284,0,172,19,9,103,29,16,6,131,43
20260808,final_balanced,47,34,321,287,0,178,2,10,99,49,16,6,131,43
20260808,final_balanced,48,32,326,294,0,186,12,10,98,40,12,6,131,43
20260808,final_balanced,49,34,333,299,0,196,41,12,91,16,12,6,131,43
20260808,final_balanced,50,37,341,304,0,204,45,10,90,15,11,6,126,43
20260808,final_balanced,51,38,346,308,0,209,53,9,90,8,9,6,126,43
20260808,final_balanced,52,41,353,312,0,219,51,8,85,16,12,7,126,43
20260808,final_balanced,53,46,361,315,0,226,51,7,82,20,11,7,126,43
20260808,final_balanced,54,46,367,321,0,233,56,9,79,16,11,8,126,43
20260808,final_balanced,55,49,374,325,0,239,60,10,76,14,10,8,131,43
20260808,final_balanced,56,43,381,338,0,247,63,17,74,6,10,8,131,43
20260808,final_balanced,57,46,387,341,0,252,64,16,73,7,11,8,131,43
20260808,final_balanced,58,49,393,344,0,264,63,6,74,17,12,8,131,43
20260808,final_balanced,59,50,399,349,0,268,64,8,73,15,11,11,131,43
20260808,final_balanced,60,52,405,353,0,274,73,9,70,8,14,10,131,43
20260808,final_balanced,61,59,412,353,0,279,37,4,70,49,19,10,131,43
20260808,final_balanced,62,62,420,358,0,285,22,5,68,65,20,10,131,43
20260808,final_balanced,63,48,425,377,0,291,35,24,62,39,13,10,131,43
20260808,final_balanced,64,47,432,385,0,300,40,27,58,35,15,9,131,43
20260808,final_balanced,65,39,437,398,0,303,34,21,74,31,14,8,131,43
20260808,final_balanced,66,32,445,413,0,307,19,28,78,35,15,7,131,43
20260808,final_balanced,67,30,450,420,0,312,12,22,86,40,15,7,131,43
