seed,combo,t,queue,generated,matched,cancelled,completed,idle,enroute,ontrip,rebal,alertCells,maxPendingCell,trafficCells15,trafficCells25
42,r3_d30_t1_w15,1,4,7,3,0,0,93,3,0,4,3,2,131,43
42,r3_d30_t1_w15,2,13,16,3,0,0,67,3,0,30,8,3,131,43
42,r3_d30_t1_w15,3,18,25,7,0,0,43,4,3,50,11,5,131,43
42,r3_d30_t1_w15,4,6,32,26,0,0,22,23,3,52,6,1,131,43
42,r3_d30_t1_w15,5,9,39,30,0,0,14,23,7,56,8,2,131,43
42,r3_d30_t1_w15,6,8,44,36,0,0,19,10,26,45,6,2,131,43
42,r3_d30_t1_w15,7,13,51,38,0,0,36,8,30,26,7,4,131,43
42,r3_d30_t1_w15,8,22,60,38,0,0,43,2,36,19,9,4,131,43
42,r3_d30_t1_w15,9,21,68,47,0,0,43,9,38,10,9,5,131,43
42,r3_d30_t1_w15,10,17,74,57,0,0,40,19,38,3,10,4,131,43
42,r3_d30_t1_w15,11,25,82,57,0,0,18,10,47,25,12,7,131,43
42,r3_d30_t1_w15,12,30,90,60,0,0,18,3,57,22,13,7,131,43
42,r3_d30_t1_w15,13,38,98,60,0,1,17,3,56,24,16,8,131,43
42,r3_d30_t1_w15,14,48,108,60,0,1,7,0,59,34,17,10,131,43
42,r3_d30_t1_w15,15,50,115,65,0,1,21,5,59,15,15,10,131,43
42,r3_d30_t1_w15,16,56,121,65,0,4,22,5,56,17,16,10,131,43
42,r3_d30_t1_w15,17,62,129,67,0,8,15,2,57,26,18,10,131,43
42,r3_d30_t1_w15,18,70,139,69,0,12,0,4,53,43,17,12,131,43
42,r3_d30_t1_w15,19,69,145,76,0,15,0,9,52,39,13,11,131,43
42,r3_d30_t1_w15,20,73,151,78,0,22,25,9,47,19,14,11,121,40
42,r3_d30_t1_w15,21,80,159,79,0,28,33,3,48,16,14,11,121,40
42,r3_d30_t1_w15,22,85,168,83,0,36,35,5,42,18,14,12,121,40
42,r3_d30_t1_w15,23,86,174,88,0,38,33,9,41,17,16,13,121,40
42,r3_d30_t1_w15,24,95,184,89,0,43,11,6,40,43,17,14,121,40
42,r3_d30_t1_w15,25,95,190,95,0,46,0,7,42,51,15,14,126,43
42,r3_d30_t1_w15,26,90,196,105,1,48,7,16,41,36,12,14,126,43
42,r3_d30_t1_w15,27,94,204,105,5,52,12,10,43,35,14,14,126,43
42,r3_d30_t1_w15,28,97,214,109,8,56,20,4,49,27,12,14,126,43
42,r3_d30_t1_w15,29,92,221,112,17,59,21,7,46,26,12,14,126,43
42,r3_d30_t1_w15,30,97,231,114,20,60,22,5,49,24,18,12,131,43
42,r3_d30_t1_w15,31,96,237,117,24,64,3,5,48,44,20,11,131,43
42,r3_d30_t1_w15,32,92,246,126,28,64,4,12,50,34,19,10,131,43
42,r3_d30_t1_w15,33,79,255,140,36,68,4,23,49,24,19,10,131,43
42,r3_d30_t1_w15,34,80,261,142,39,70,4,16,56,24,21,10,131,43
42,r3_d30_t1_w15,35,80,269,148,41,73,5,8,67,20,19,9,131,43
42,r3_d30_t1_w15,36,80,277,150,47,76,4,8,66,22,19,9,131,43
42,r3_d30_t1_w15,37,74,285,161,50,83,2,13,65,20,21,7,131,43
42,r3_d30_t1_w15,38,77,295,165,53,85,0,15,65,20,23,8,131,43
42,r3_d30_t1_w15,39,63,300,178,59,88,0,17,73,10,22,7,131,43
42,r3_d30_t1_w15,40,63,306,180,63,92,0,15,73,12,20,7,131,43
42,r3_d30_t1_w15,41,62,311,182,67,92,0,4,86,10,21,8,131,43
42,r3_d30_t1_w15,42,61,318,185,72,95,2,5,85,8,18,8,131,43
42,r3_d30_t1_w15,43,60,326,185,81,102,2,3,80,15,20,10,131,43
42,r3_d30_t1_w15,44,60,332,187,85,107,0,2,78,20,15,10,131,43
42,r3_d30_t1_w15,45,63,337,189,85,110,4,4,75,17,14,11,131,43
42,r3_d30_t1_w15,46,71,347,191,85,117,8,4,70,18,13,11,131,43
42,r3_d30_t1_w15,47,79,356,192,85,120,16,3,69,12,14,11,131,43
42,r3_d30_t1_w15,48,86,366,195,85,128,25,4,63,8,11,13,131,43
42,r3_d30_t1_w15,49,91,371,195,85,133,29,3,59,9,11,14,131,43
42,r3_d30_t1_w15,50,93,377,199,85,143,36,4,52,8,10,13,126,43
42,r3_d30_t1_w15,51,98,387,202,87,149,36,7,46,11,12,15,126,43
42,r3_d30_t1_w15,52,96,392,208,88,151,19,9,48,24,12,14,126,43
42,r3_d30_t1_w15,53,92,399,215,92,158,16,13,44,27,11,15,126,43
42,r3_d30_t1_w15,54,95,406,217,94,168,36,9,40,15,11,14,126,43
42,r3_d30_t1_w15,55,94,411,219,98,172,33,4,43,20,13,14,131,43
42,r3_d30_t1_w15,56,92,416,223,101,178,15,6,39,40,13,14,131,43
42,r3_d30_t1_w15,57,85,421,228,108,183,12,9,36,43,10,15,131,43
42,r3_d30_t1_w15,58,88,429,233,108,184,22,10,39,29,13,14,131,43
42,r3_d30_t1_w15,59,84,438,243,111,185,14,15,43,28,15,15,131,43
42,r3_d30_t1_w15,60,75,443,255,113,187,10,22,46,22,17,15,131,43
42,r3_d30_t1_w15,61,74,449,257,118,189,0,14,54,32,19,13,131,43
42,r3_d30_t1_w15,62,72,456,259,125,191,0,4,64,32,19,11,131,43
42,r3_d30_t1_w15,63,63,464,271,130,194,2,14,63,21,20,9,131,43
42,r3_d30_t1_w15,64,64,470,274,132,196,5,15,63,17,23,8,131,43
42,r3_d30_t1_w15,65,52,476,289,135,203,5,18,68,9,21,8,131,43
42,r3_d30_t1_w15,66,49,484,293,142,207,5,19,67,9,22,5,131,43
42,r3_d30_t1_w15,67,46,490,300,144,210,6,11,79,4,22,5,131,43
42,r3_d30_t1_w15,68,49,498,302,147,218,6,9,75,10,23,5,131,43
42,r3_d30_t1_w15,69,51,503,303,149,219,2,3,81,14,25,5,131,43
42,r3_d30_t1_w15,70,50,511,310,151,220,2,8,82,8,23,5,131,43
42,r3_d30_t1_w15,71,52,518,312,154,226,1,9,77,13,25,6,131,43
42,r3_d30_t1_w15,72,53,524,313,158,227,0,3,83,14,23,7,131,43
42,r3_d30_t1_w15,73,47,532,323,162,233,1,11,79,9,20,7,131,43
42,r3_d30_t1_w15,74,46,538,323,169,236,1,10,77,12,16,8,131,43
42,r3_d30_t1_w15,75,49,545,327,169,240,0,4,83,13,16,8,131,43
42,r3_d30_t1_w15,76,55,555,331,169,244,0,8,79,13,15,8,131,43
42,r3_d30_t1_w15,77,61,564,334,169,252,1,7,75,17,15,9,131,43
42,r3_d30_t1_w15,78,67,574,338,169,257,2,7,74,17,14,12,131,43
42,r3_d30_t1_w15,79,71,583,343,169,265,11,9,69,11,12,12,131,43
42,r3_d30_t1_w15,80,75,590,346,169,273,18,8,65,9,13,12,131,43
42,r3_d30_t1_w15,81,76,595,350,169,277,12,7,66,15,13,11,131,43
42,r3_d30_t1_w15,82,79,600,352,169,285,4,6,61,29,13,12,131,43
42,r3_d30_t1_w15,83,88,610,353,169,293,4,3,57,36,13,12,131,43
42,r3_d30_t1_w15,84,94,619,356,169,299,10,4,53,33,17,12,131,43
42,r3_d30_t1_w15,85,97,629,363,169,304,16,10,49,25,17,12,131,43
42,r3_d30_t1_w15,86,102,639,368,169,308,14,12,48,26,17,12,131,43
42,r3_d30_t1_w15,87,103,644,371,170,315,5,8,48,39,15,13,131,43
42,r3_d30_t1_w15,88,101,651,373,177,319,14,5,49,32,16,13,131,43
42,r3_d30_t1_w15,89,105,661,375,181,322,20,4,49,27,19,14,131,43
42,r3_d30_t1_w15,90,105,670,378,187,324,1,5,49,45,23,13,131,43
42,r3_d30_t1_w15,91,104,680,389,187,326,0,14,49,37,25,11,131,43
42,r3_d30_t1_w15,92,97,686,396,193,333,1,18,45,36,22,11,131,43
42,r3_d30_t1_w15,93,90,691,404,197,337,0,15,52,33,22,10,131,43
42,r3_d30_t1_w15,94,77,701,419,205,340,2,23,56,19,20,10,131,43
42,r3_d30_t1_w15,95,75,707,421,211,344,2,17,60,21,20,9,131,43
42,r3_d30_t1_w15,96,66,713,432,215,346,1,13,73,13,20,9,131,43
42,r3_d30_t1_w15,97,63,719,437,219,348,0,16,73,11,19,9,131,43
42,r3_d30_t1_w15,98,55,724,441,228,352,0,9,80,11,18,7,131,43
42,r3_d30_t1_w15,99,55,732,444,233,353,2,7,84,7,21,6,131,43
42,r3_d30_t1_w15,100,51,738,446,241,356,0,5,85,10,25,5,121,40
42,r3_d30_t1_w15,101,50,747,449,248,358,0,5,86,9,22,8,121,40
42,r3_d30_t1_w15,102,51,755,452,252,362,0,6,84,10,23,9,121,40
42,r3_d30_t1_w15,103,52,761,453,256,366,0,4,83,13,20,9,121,40
42,r3_d30_t1_w15,104,52,770,456,262,368,3,4,84,9,15,10,121,40
